license_plate,state_code,state_name,make,model,owner_name,phone,synthetic_id
AP19TG7701,AP,Andhra Pradesh,Hyundai,Creta,Priya Nair,SIM+91-9621544941,SIM-15A6D0A6FAA1
AP57II9191,AP,Andhra Pradesh,Toyota,Innova,Divya Reddy,SIM+91-8458955594,SIM-39D97C3B4C1D
AP88GQ6299,AP,Andhra Pradesh,Maruti,Brezza,Neha Rao,SIM+91-9541308300,SIM-B536E87C0D64
AP54VD2067,AP,Andhra Pradesh,Hyundai,i20,Divya Rao,SIM+91-8304353659,SIM-0B3D315D5D38
AP05MR1820,AP,Andhra Pradesh,Tata,Harrier,Vivaan Iyer,SIM+91-8426753624,SIM-B2992F1BF90D
AP75AK2169,AP,Andhra Pradesh,Maruti,Brezza,Rohan Sharma,SIM+91-6655956341,SIM-10D9497B9492
AP89EN4489,AP,Andhra Pradesh,Mahindra,Scorpio,Aditya Patel,SIM+91-7458012343,SIM-9F01265C530E
AP03RE6951,AP,Andhra Pradesh,Toyota,Yaris,Aarav Kumar,SIM+91-8696847701,SIM-6701499443F0
AP77TW8506,AP,Andhra Pradesh,Tata,Harrier,Priya Kumar,SIM+91-9369824289,SIM-7A54AAEA5CFE
AP75PK3733,AP,Andhra Pradesh,Kia,Seltos,Pooja Verma,SIM+91-6866304737,SIM-4D870C00D52F
AP22CB4537,AP,Andhra Pradesh,Mahindra,Scorpio,Sneha Das,SIM+91-6206287302,SIM-392696FE16AC
AP55LG5030,AP,Andhra Pradesh,Maruti,Baleno,Ananya Sharma,SIM+91-6269720147,SIM-473083CD3B53
AP01KM6981,AP,Andhra Pradesh,Honda,WR-V,Sai Sharma,SIM+91-9153848179,SIM-6F82EF6609E4
AP72XO3051,AP,Andhra Pradesh,Honda,Amaze,Saanvi Sharma,SIM+91-7758339252,SIM-B5A976B9E74D
AP19MG9191,AP,Andhra Pradesh,Mahindra,Thar,Rohan Sharma,SIM+91-8731703413,SIM-18F33B5FE901
AP63MA8294,AP,Andhra Pradesh,Skoda,Rapid,Priya Reddy,SIM+91-7134000517,SIM-D12DB00FD9B1
AP93IX8697,AP,Andhra Pradesh,MG,Astor,Vihaan Iyer,SIM+91-6574832961,SIM-3994B33FC09E
AP10PS2812,AP,Andhra Pradesh,Toyota,Innova,Shruti Verma,SIM+91-6620262992,SIM-FF4DBF5D314D
AP52XU7907,AP,Andhra Pradesh,MG,Astor,Ananya Iyer,SIM+91-6973069827,SIM-4272D1E97E3E
AP48KH4437,AP,Andhra Pradesh,Ford,EcoSport,Aditya Das,SIM+91-8472931120,SIM-1ACECAE5F440
AP81AX9792,AP,Andhra Pradesh,Ford,EcoSport,Aarav Das,SIM+91-6570095331,SIM-E2C725E34F3D
AP73KO7294,AP,Andhra Pradesh,Ford,EcoSport,Rohan Singh,SIM+91-7294016055,SIM-276E881B7D3D
AP09IO6595,AP,Andhra Pradesh,Tata,Tiago,Pooja Nair,SIM+91-7605393036,SIM-5F3CC174B8CF
AP42KV2569,AP,Andhra Pradesh,Tata,Harrier,Vihaan Patel,SIM+91-9404451702,SIM-26F8ECB40E53
AP70JO9342,AP,Andhra Pradesh,Maruti,Brezza,Aditya Kumar,SIM+91-6963138926,SIM-407EF5C6E9FE
AP56SW1979,AP,Andhra Pradesh,Skoda,Rapid,Ananya Nair,SIM+91-9509724029,SIM-9400A1335E8C
AP50XV5848,AP,Andhra Pradesh,MG,Astor,Pooja Iyer,SIM+91-6903590438,SIM-F776E93C8B0F
AP70NG7156,AP,Andhra Pradesh,Honda,WR-V,Anjali Patel,SIM+91-9034447598,SIM-9C0B783D99C5
AP89IM5069,AP,Andhra Pradesh,Kia,Seltos,Ananya Chowdhury,SIM+91-8907473795,SIM-7376C5893D9F
AP84PO3174,AP,Andhra Pradesh,Ford,Endeavour,Priya Das,SIM+91-9663999388,SIM-CD43711E6981
AP30LQ7041,AP,Andhra Pradesh,Ford,Endeavour,Rahul Rao,SIM+91-9940262314,SIM-BBCC7B769440
AP18UU5869,AP,Andhra Pradesh,Skoda,Octavia,Aarav Reddy,SIM+91-8510060713,SIM-DA299DCDA117
AP59SW8146,AP,Andhra Pradesh,Mahindra,XUV700,Ishaan Kumar,SIM+91-6945217285,SIM-D2E8CD15B7E5
AP87UX7560,AP,Andhra Pradesh,Tata,Harrier,Rahul Nair,SIM+91-7727422679,SIM-03C6909ECFA8
AP19UF4357,AP,Andhra Pradesh,Hyundai,Verna,Saanvi Iyer,SIM+91-6171855590,SIM-C86A5C64F373
AP17IU5936,AP,Andhra Pradesh,Hyundai,Verna,Sai Das,SIM+91-8169310906,SIM-1D1C23F9292F
AP22TE9767,AP,Andhra Pradesh,Toyota,Innova,Aditya Patel,SIM+91-6903474551,SIM-EBFCA41F3E42
AP91LG3460,AP,Andhra Pradesh,Maruti,Swift,Arjun Kumar,SIM+91-9249377768,SIM-592A4A08BE76
AP28IL7398,AP,Andhra Pradesh,Ford,Endeavour,Vihaan Das,SIM+91-7878258208,SIM-ECD8017F7E11
AP92KF2966,AP,Andhra Pradesh,Hyundai,Creta,Divya Verma,SIM+91-6712781758,SIM-CBD954B8BF8C
AP58DS6212,AP,Andhra Pradesh,Skoda,Octavia,Neha Nair,SIM+91-8720847267,SIM-8E25EAB56EC5
AP95VL8357,AP,Andhra Pradesh,Mahindra,Scorpio,Neha Singh,SIM+91-6102349537,SIM-F9F294A19A15
AP43KO4251,AP,Andhra Pradesh,Skoda,Rapid,Ishaan Patel,SIM+91-8774482883,SIM-E75D189E51F1
AP71TD1267,AP,Andhra Pradesh,Honda,WR-V,Aditya Rao,SIM+91-9768062349,SIM-E0040DE030CA
AP98LE7839,AP,Andhra Pradesh,MG,Astor,Vihaan Iyer,SIM+91-6129044524,SIM-8C7082ADB37B
AP85YE1326,AP,Andhra Pradesh,Mahindra,XUV700,Sai Nair,SIM+91-9242519655,SIM-DB07F2D30BD1
AP79EF6686,AP,Andhra Pradesh,Ford,Endeavour,Divya Das,SIM+91-6687426154,SIM-3BC044D66712
AP38RP7679,AP,Andhra Pradesh,Maruti,Brezza,Arjun Sharma,SIM+91-7840935489,SIM-9CDBF9759A0D
AP12MP6566,AP,Andhra Pradesh,Tata,Harrier,Divya Sharma,SIM+91-7307948570,SIM-63189B4A45D4
AP67YV2502,AP,Andhra Pradesh,Maruti,Brezza,Ishaan Patel,SIM+91-7719987422,SIM-9B742F9DCED2
AP22BQ7620,AP,Andhra Pradesh,Mahindra,Thar,Neha Singh,SIM+91-8247992777,SIM-513446AD84CE
AP38QD3163,AP,Andhra Pradesh,MG,Astor,Divya Reddy,SIM+91-7456284052,SIM-71A21C46A345
AP89DD5599,AP,Andhra Pradesh,Maruti,Brezza,Neha Verma,SIM+91-8460781902,SIM-C270A7544B06
AP83FB7410,AP,Andhra Pradesh,Toyota,Innova,Saanvi Sharma,SIM+91-8460946547,SIM-96D08E932A73
AP86UQ5703,AP,Andhra Pradesh,Toyota,Corolla,Rahul Iyer,SIM+91-8240586344,SIM-131164011191
AP67ES4906,AP,Andhra Pradesh,Skoda,Octavia,Ananya Nair,SIM+91-9123458080,SIM-FA4605689156
AP12LR6954,AP,Andhra Pradesh,Skoda,Octavia,Sai Nair,SIM+91-7936154394,SIM-84B52D73E888
AP81VE8364,AP,Andhra Pradesh,Kia,Seltos,Rohan Das,SIM+91-7555016224,SIM-883DA0C9DD0E
AP48CL2837,AP,Andhra Pradesh,Honda,City,Vivaan Das,SIM+91-8662999720,SIM-4ABB89275D70
AP10SS9880,AP,Andhra Pradesh,Tata,Tiago,Pooja Nair,SIM+91-9546267834,SIM-7CAAD5046A4C
AP03JQ8578,AP,Andhra Pradesh,Skoda,Octavia,Vivaan Kumar,SIM+91-6309536485,SIM-885783ACF7AB
AP48SX4189,AP,Andhra Pradesh,Toyota,Innova,Neha Das,SIM+91-8264461832,SIM-4154695F2E45
AP14GE2357,AP,Andhra Pradesh,Mahindra,XUV700,Karan Iyer,SIM+91-7401751792,SIM-88B1EA579BF0
AP87YI5556,AP,Andhra Pradesh,Ford,Endeavour,Divya Chowdhury,SIM+91-6387861917,SIM-D4FD925673D2
AP34UY8632,AP,Andhra Pradesh,Skoda,Rapid,Saanvi Reddy,SIM+91-9819454283,SIM-69D34243C21B
AP60QH5178,AP,Andhra Pradesh,Tata,Harrier,Aarav Patel,SIM+91-9684335693,SIM-E3AC702B9CA3
AP61SW9210,AP,Andhra Pradesh,Mahindra,XUV700,Aditya Sharma,SIM+91-9470749568,SIM-F4402A1B8187
AP86YI3646,AP,Andhra Pradesh,Tata,Tiago,Karan Iyer,SIM+91-7832948470,SIM-E6D560B8EAFA
AP14KY1858,AP,Andhra Pradesh,Tata,Tiago,Rahul Reddy,SIM+91-6112428597,SIM-39129FAB4D49
AP27CN3565,AP,Andhra Pradesh,Tata,Nexon,Ananya Chowdhury,SIM+91-9769460706,SIM-4DD17242CE4F
AP61QC5366,AP,Andhra Pradesh,Maruti,Baleno,Sai Reddy,SIM+91-9239869345,SIM-157A97D12499
AP70NS3722,AP,Andhra Pradesh,Hyundai,Creta,Sneha Nair,SIM+91-8283248842,SIM-2D3F91838346
AP41DB8475,AP,Andhra Pradesh,Mahindra,Scorpio,Pooja Sharma,SIM+91-9383333437,SIM-06D9C118ECFC
AP87GC5164,AP,Andhra Pradesh,Mahindra,XUV700,Anjali Iyer,SIM+91-8948518555,SIM-173E8B4BD78B
AP56UP4127,AP,Andhra Pradesh,Toyota,Innova,Ananya Kumar,SIM+91-9680566627,SIM-0FAD244B09D8
AP54US2469,AP,Andhra Pradesh,Skoda,Rapid,Anjali Iyer,SIM+91-9100888911,SIM-DF79055FB66B
AP94ZO3169,AP,Andhra Pradesh,Tata,Nexon,Vihaan Kumar,SIM+91-6095176585,SIM-256A0BF60836
AP12DE6558,AP,Andhra Pradesh,Honda,WR-V,Divya Gupta,SIM+91-7962436881,SIM-472077ECDA38
AP99AV6296,AP,Andhra Pradesh,MG,Hector,Ishaan Nair,SIM+91-7548659745,SIM-00D28AA917DB
AP51VF6032,AP,Andhra Pradesh,Kia,Sonet,Priya Kumar,SIM+91-9493735482,SIM-B60CA2938F8C
AP59RA2234,AP,Andhra Pradesh,Hyundai,Creta,Vihaan Reddy,SIM+91-9937066674,SIM-647CAFB19BE6
AP86WK1563,AP,Andhra Pradesh,MG,Hector,Aarav Reddy,SIM+91-8824007290,SIM-185C046C8CFD
AP39NX8460,AP,Andhra Pradesh,Honda,WR-V,Rohan Chowdhury,SIM+91-6834188574,SIM-3C0536439F6F
AP27HD8218,AP,Andhra Pradesh,Honda,WR-V,Rahul Patel,SIM+91-6921006232,SIM-C0346E77ED9C
AP75UW3494,AP,Andhra Pradesh,Maruti,Dzire,Vivaan Nair,SIM+91-7963011194,SIM-FE931DEE79DA
AP06XR4117,AP,Andhra Pradesh,Maruti,Brezza,Anjali Nair,SIM+91-7438277270,SIM-23BEFF47E5F9
AP45LH2724,AP,Andhra Pradesh,Skoda,Octavia,Karan Sharma,SIM+91-9275066135,SIM-34CA7888C4F2
AP63FF7702,AP,Andhra Pradesh,Ford,Endeavour,Pooja Gupta,SIM+91-6752059191,SIM-274DFCCEE8F0
AP13SD8908,AP,Andhra Pradesh,Tata,Nexon,Neha Nair,SIM+91-8905121323,SIM-F60A28CD733B
AP85TZ5353,AP,Andhra Pradesh,Toyota,Yaris,Rahul Iyer,SIM+91-9396723280,SIM-B75B567735F2
AP79HZ2896,AP,Andhra Pradesh,Mahindra,XUV700,Kavya Das,SIM+91-8770187972,SIM-EAB3871A6E38
AP40AS6736,AP,Andhra Pradesh,Maruti,Dzire,Divya Singh,SIM+91-6903251175,SIM-EE6932AC0658
AP78WO1922,AP,Andhra Pradesh,Kia,Seltos,Pooja Iyer,SIM+91-9203441085,SIM-DED0D20032E4
AP59ER7706,AP,Andhra Pradesh,Kia,Sonet,Shruti Singh,SIM+91-8031278394,SIM-3BB096DCBC67
AP45CD6938,AP,Andhra Pradesh,Kia,Seltos,Ananya Reddy,SIM+91-8232094234,SIM-CD7730DF0978
AP34AG6466,AP,Andhra Pradesh,MG,Hector,Aditya Sharma,SIM+91-6015797457,SIM-046F442750E1
AP11JO1442,AP,Andhra Pradesh,MG,Hector,Neha Iyer,SIM+91-8651451025,SIM-C78F4D77F886
AP27MQ6007,AP,Andhra Pradesh,Honda,WR-V,Aditya Sharma,SIM+91-6346506837,SIM-E12EFC012052
AP67MS3451,AP,Andhra Pradesh,Ford,Endeavour,Divya Verma,SIM+91-6296967794,SIM-350FA3806D04
AP30ZO8461,AP,Andhra Pradesh,Kia,Sonet,Saanvi Singh,SIM+91-9658503998,SIM-FA52F7CA6185
AP65RS1572,AP,Andhra Pradesh,Tata,Nexon,Ishaan Chowdhury,SIM+91-8116454593,SIM-2C204FFAD3B2
AP07QD4678,AP,Andhra Pradesh,Skoda,Rapid,Vivaan Patel,SIM+91-7662621500,SIM-2476C0B57964
AP27LX2918,AP,Andhra Pradesh,Kia,Seltos,Rohan Das,SIM+91-8075513340,SIM-7478A96C5446
AP18AZ5115,AP,Andhra Pradesh,Kia,Sonet,Karan Chowdhury,SIM+91-8285949792,SIM-A81A510CD71E
AP64CD9413,AP,Andhra Pradesh,Tata,Harrier,Rahul Rao,SIM+91-8037309580,SIM-82804B7B5073
AP62UD6115,AP,Andhra Pradesh,Tata,Tiago,Aditya Iyer,SIM+91-9902438539,SIM-D4A69BD57375
AP03TI4166,AP,Andhra Pradesh,Mahindra,XUV700,Saanvi Chowdhury,SIM+91-8699791544,SIM-76B5C99D1EB3
AP16TC9427,AP,Andhra Pradesh,Kia,Seltos,Rohan Verma,SIM+91-6808864843,SIM-40041FD9EC6B
AP12UL7567,AP,Andhra Pradesh,Tata,Harrier,Sai Das,SIM+91-9094320020,SIM-5F15EE775FBE
AP48EC8538,AP,Andhra Pradesh,MG,Hector,Rohan Chowdhury,SIM+91-9309139036,SIM-374558D17EE9
AP05FY3489,AP,Andhra Pradesh,Kia,Sonet,Vihaan Singh,SIM+91-8846161011,SIM-0A640359C07B
AP96AS6824,AP,Andhra Pradesh,Toyota,Yaris,Karan Das,SIM+91-8393991949,SIM-77FA909612E4
AP34WL8467,AP,Andhra Pradesh,Kia,Carnival,Kavya Verma,SIM+91-9810202984,SIM-6AF43986B135
AP32JS8632,AP,Andhra Pradesh,MG,Astor,Sneha Iyer,SIM+91-7988892871,SIM-8D857AFC5C7B
AP82GR6732,AP,Andhra Pradesh,Honda,City,Sneha Rao,SIM+91-6511841304,SIM-40C52148BCAC
AP48NA6777,AP,Andhra Pradesh,Tata,Harrier,Rahul Patel,SIM+91-8396465778,SIM-B663B88DDC22
AP07QJ3438,AP,Andhra Pradesh,Toyota,Yaris,Priya Singh,SIM+91-9574072650,SIM-D3890474FBFA
AP13WG9001,AP,Andhra Pradesh,Toyota,Yaris,Ananya Verma,SIM+91-9960752171,SIM-816686C4619B
AP80IQ9401,AP,Andhra Pradesh,Maruti,Baleno,Divya Kumar,SIM+91-6904453515,SIM-5B2A8DB22878
AP81OS6597,AP,Andhra Pradesh,Toyota,Yaris,Anjali Chowdhury,SIM+91-9531323558,SIM-525E2E51CE0F
AP44BF2044,AP,Andhra Pradesh,Hyundai,i20,Kavya Reddy,SIM+91-7335547448,SIM-10442064266E
AP37QU4803,AP,Andhra Pradesh,Mahindra,Thar,Pooja Sharma,SIM+91-9967155911,SIM-9D41F23CCE0C
AP13JX3649,AP,Andhra Pradesh,Tata,Tiago,Sai Nair,SIM+91-6223345655,SIM-73B224DDB727
AP82GF7666,AP,Andhra Pradesh,Tata,Tiago,Anjali Nair,SIM+91-8815430135,SIM-7B70E90BFEC5
AP96JM6400,AP,Andhra Pradesh,Skoda,Octavia,Sneha Singh,SIM+91-6548197027,SIM-C20728F7414E
AP25OW8580,AP,Andhra Pradesh,Maruti,Dzire,Neha Das,SIM+91-9322806816,SIM-7988B95ED7D6
AP74JF6396,AP,Andhra Pradesh,Skoda,Octavia,Aarav Iyer,SIM+91-6448018289,SIM-B7BE8D71354D
AP26WG2693,AP,Andhra Pradesh,Skoda,Rapid,Karan Gupta,SIM+91-7839146791,SIM-5EA9207FE7FD
AP10QL9429,AP,Andhra Pradesh,Mahindra,Scorpio,Anjali Iyer,SIM+91-6730200781,SIM-9C95AB712353
AP71CG1788,AP,Andhra Pradesh,Ford,EcoSport,Karan Nair,SIM+91-7283337131,SIM-D3E4CA495334
AP69MW2341,AP,Andhra Pradesh,Honda,Amaze,Ananya Chowdhury,SIM+91-7733499385,SIM-5A9FE8428280
AP64DK5966,AP,Andhra Pradesh,Honda,City,Divya Gupta,SIM+91-7337414643,SIM-DCD812103975
AP28RK9418,AP,Andhra Pradesh,Maruti,Baleno,Anjali Reddy,SIM+91-9620324871,SIM-C9E630052B9D
AP42WL2637,AP,Andhra Pradesh,Tata,Nexon,Pooja Rao,SIM+91-6300554497,SIM-C35752BC588F
AP95GY7294,AP,Andhra Pradesh,MG,Astor,Rahul Nair,SIM+91-8296644925,SIM-C214F72AB8FE
AP41ZF9491,AP,Andhra Pradesh,Mahindra,XUV700,Divya Patel,SIM+91-9359195463,SIM-0815B9248224
AP68IX8094,AP,Andhra Pradesh,Tata,Tiago,Aditya Das,SIM+91-9537569387,SIM-19A87DF95F94
AP95HP8625,AP,Andhra Pradesh,Skoda,Octavia,Aditya Das,SIM+91-6593670597,SIM-429E1728012D
AP82KJ5149,AP,Andhra Pradesh,Honda,City,Vivaan Kumar,SIM+91-8708159448,SIM-E3EB636574DE
AP32TA7682,AP,Andhra Pradesh,MG,Hector,Vihaan Rao,SIM+91-7961352603,SIM-4AC3DFD6A046
AP52IR8745,AP,Andhra Pradesh,Honda,City,Saanvi Rao,SIM+91-7077290353,SIM-C8701F64DFEF
AP02RS9587,AP,Andhra Pradesh,MG,Astor,Pooja Gupta,SIM+91-8186286190,SIM-60B396A036C8
AP71HD8793,AP,Andhra Pradesh,MG,Astor,Arjun Iyer,SIM+91-6204467078,SIM-EF53444BDB15
AP61ZD3982,AP,Andhra Pradesh,Mahindra,Thar,Sneha Chowdhury,SIM+91-7660130843,SIM-D3A7E172E9AE
AP24CA6849,AP,Andhra Pradesh,Skoda,Rapid,Ishaan Sharma,SIM+91-9494401047,SIM-5BE78782015E
AP51MB4853,AP,Andhra Pradesh,MG,Astor,Pooja Rao,SIM+91-8741922178,SIM-7E44DC1A11FA
AP69AG8162,AP,Andhra Pradesh,MG,Astor,Aditya Iyer,SIM+91-6703812843,SIM-757F9722B0BE
AP08VO9661,AP,Andhra Pradesh,Ford,EcoSport,Ananya Iyer,SIM+91-8176109569,SIM-761F2135095F
AP77NR7373,AP,Andhra Pradesh,Toyota,Yaris,Vivaan Iyer,SIM+91-8605572951,SIM-9FC25FD73264
AP83KY9326,AP,Andhra Pradesh,Tata,Nexon,Ishaan Patel,SIM+91-8322083449,SIM-9E3953ABA69E
AP23GE8512,AP,Andhra Pradesh,Maruti,Swift,Ishaan Rao,SIM+91-7369314526,SIM-5320C3F54313
AP09WF7581,AP,Andhra Pradesh,Ford,EcoSport,Rahul Chowdhury,SIM+91-6538638519,SIM-7E05F281422F
AP38FA7474,AP,Andhra Pradesh,Mahindra,Thar,Rahul Kumar,SIM+91-7450260154,SIM-F6A3ABC9B6CC
AP57TL9525,AP,Andhra Pradesh,Toyota,Innova,Aditya Kumar,SIM+91-7712248829,SIM-623391C0576C
AP16IQ9897,AP,Andhra Pradesh,Tata,Tiago,Sneha Iyer,SIM+91-7565801475,SIM-680BACA63999
AP62VH5742,AP,Andhra Pradesh,Hyundai,i20,Rahul Das,SIM+91-8841966941,SIM-E0156123A0FB
AP17SK7849,AP,Andhra Pradesh,Tata,Nexon,Ananya Rao,SIM+91-9603817575,SIM-DB87CA4DA002
AP73ZM7644,AP,Andhra Pradesh,Hyundai,Creta,Neha Iyer,SIM+91-9578548019,SIM-13C5CD8073AF
AP08LQ8881,AP,Andhra Pradesh,Maruti,Baleno,Kavya Chowdhury,SIM+91-9524000031,SIM-49E8AEEB6302
AP66UB8139,AP,Andhra Pradesh,MG,Astor,Neha Singh,SIM+91-8302063679,SIM-A6468292D250
AP23RG7003,AP,Andhra Pradesh,Honda,Amaze,Karan Chowdhury,SIM+91-6758462979,SIM-976BBE8D9890
AP09DR8334,AP,Andhra Pradesh,Mahindra,XUV700,Vihaan Chowdhury,SIM+91-9932921433,SIM-52746812828A
AP53GG7779,AP,Andhra Pradesh,MG,Hector,Anjali Das,SIM+91-9373008665,SIM-8E7290B39EFC
AP10EW7665,AP,Andhra Pradesh,Tata,Harrier,Kavya Rao,SIM+91-9998758597,SIM-79E607E8B3B4
AP40SN8929,AP,Andhra Pradesh,Hyundai,i20,Saanvi Reddy,SIM+91-8116885598,SIM-A65EF192C53C
AP33PJ4163,AP,Andhra Pradesh,Hyundai,Verna,Arjun Reddy,SIM+91-9526866245,SIM-9F0DAD7D16A3
AP81CS8712,AP,Andhra Pradesh,Ford,Endeavour,Vivaan Gupta,SIM+91-9075854694,SIM-6966EB8C1D5A
AP01LS8931,AP,Andhra Pradesh,Maruti,Swift,Sai Chowdhury,SIM+91-7429723796,SIM-BA6A5C7CB948
AP78UB8091,AP,Andhra Pradesh,Tata,Tiago,Ishaan Chowdhury,SIM+91-7681135696,SIM-358F9A7C684B
AP82HS9410,AP,Andhra Pradesh,Maruti,Swift,Aarav Rao,SIM+91-7610249682,SIM-1E6869CACC66
AP02UZ3949,AP,Andhra Pradesh,Kia,Seltos,Vivaan Sharma,SIM+91-7803504357,SIM-1A18701C73D4
AP49NM1463,AP,Andhra Pradesh,Ford,EcoSport,Vihaan Nair,SIM+91-8559509070,SIM-F2B0E870B940
AP50DF2329,AP,Andhra Pradesh,Hyundai,Venue,Ishaan Das,SIM+91-6636857358,SIM-A8E5C029DD3F
AP36FV2533,AP,Andhra Pradesh,Hyundai,i20,Ananya Rao,SIM+91-6962429589,SIM-C96806FF627D
AP31VT4785,AP,Andhra Pradesh,MG,Astor,Saanvi Nair,SIM+91-6398378108,SIM-D04A5701991E
AP97TN3286,AP,Andhra Pradesh,Kia,Carnival,Rohan Kumar,SIM+91-6394848467,SIM-0B3E711161B4
AP18GK9068,AP,Andhra Pradesh,Tata,Harrier,Ishaan Singh,SIM+91-8854410730,SIM-F76211E53A84
AP34PZ2220,AP,Andhra Pradesh,Honda,WR-V,Sai Singh,SIM+91-7148548794,SIM-18142ED46F26
AP04VK8192,AP,Andhra Pradesh,Kia,Sonet,Vihaan Singh,SIM+91-8380943790,SIM-B18F99BC83CE
AP92AO9522,AP,Andhra Pradesh,Kia,Seltos,Neha Nair,SIM+91-8570960433,SIM-61A39924BE8F
AP41FR8428,AP,Andhra Pradesh,Toyota,Corolla,Anjali Kumar,SIM+91-6767353917,SIM-5E59FEFE3447
AP91JH6215,AP,Andhra Pradesh,Skoda,Octavia,Rohan Nair,SIM+91-6604682260,SIM-36B6E94A9083
AP44QR6002,AP,Andhra Pradesh,Kia,Sonet,Priya Sharma,SIM+91-6109477771,SIM-77FA66C08013
AP97KA5005,AP,Andhra Pradesh,Maruti,Baleno,Karan Reddy,SIM+91-6347552257,SIM-C114E8B575B0
AP12OV5734,AP,Andhra Pradesh,Skoda,Octavia,Divya Singh,SIM+91-7779690058,SIM-8BB689E1292A
AP60SZ9269,AP,Andhra Pradesh,MG,Astor,Sneha Nair,SIM+91-9992732428,SIM-DCD6F16FDA2E
AP84US1565,AP,Andhra Pradesh,Skoda,Octavia,Aditya Singh,SIM+91-9837438830,SIM-69EB910736B8
AP43FG8667,AP,Andhra Pradesh,Toyota,Innova,Neha Nair,SIM+91-7761109962,SIM-93BC6D246756
AP90JS6824,AP,Andhra Pradesh,Tata,Tiago,Priya Sharma,SIM+91-9955816809,SIM-4AD5676C0360
AP67GZ5643,AP,Andhra Pradesh,Hyundai,Venue,Pooja Nair,SIM+91-7008237634,SIM-9397F489CB17
AP23FM5431,AP,Andhra Pradesh,Honda,Amaze,Neha Nair,SIM+91-8842799654,SIM-4DB2F0FB5EF7
AP45PU7601,AP,Andhra Pradesh,Honda,WR-V,Priya Das,SIM+91-6856922775,SIM-3BB301CA8AA8
AP30WU3995,AP,Andhra Pradesh,MG,Astor,Neha Kumar,SIM+91-6062412238,SIM-1A7C6B68CDBE
AP29LO3695,AP,Andhra Pradesh,Skoda,Rapid,Anjali Patel,SIM+91-7232616871,SIM-45000850E687
AP60CQ9707,AP,Andhra Pradesh,Ford,EcoSport,Ishaan Rao,SIM+91-9531612622,SIM-AD2147E8021E
AP72YA7999,AP,Andhra Pradesh,Skoda,Octavia,Saanvi Reddy,SIM+91-9577030880,SIM-F06CBAC4D8C1
AP92OJ1198,AP,Andhra Pradesh,Hyundai,Verna,Aarav Iyer,SIM+91-9772798757,SIM-1A8AAF2A2499
AP42QI7003,AP,Andhra Pradesh,Ford,Endeavour,Neha Chowdhury,SIM+91-7247198987,SIM-2A8DB866BC11
AP36YC8623,AP,Andhra Pradesh,Mahindra,Scorpio,Karan Reddy,SIM+91-8299413389,SIM-D08D38065959
AP28LD2483,AP,Andhra Pradesh,MG,Astor,Sai Nair,SIM+91-9499835803,SIM-04084E73F562
AP51BO6021,AP,Andhra Pradesh,Tata,Tiago,Vihaan Kumar,SIM+91-6685121488,SIM-6EF5D3F143B3
AP29OD7005,AP,Andhra Pradesh,Mahindra,Scorpio,Rahul Reddy,SIM+91-9468876833,SIM-34AF57241BA8
AP08FD9643,AP,Andhra Pradesh,Kia,Seltos,Ananya Patel,SIM+91-6397926762,SIM-803CC3D76F5D
AP96NT3440,AP,Andhra Pradesh,Tata,Harrier,Aarav Kumar,SIM+91-6981047334,SIM-9B6DF49E84BA
AP50XK2088,AP,Andhra Pradesh,Skoda,Octavia,Aditya Gupta,SIM+91-8286545540,SIM-D67D9FA1A2D4
AP11ZR9952,AP,Andhra Pradesh,MG,Hector,Saanvi Das,SIM+91-8798087653,SIM-E023DB8FD9D7
AP79SM2002,AP,Andhra Pradesh,Ford,EcoSport,Rohan Iyer,SIM+91-6747461255,SIM-7A38EFF338EE
AP05CP1299,AP,Andhra Pradesh,Hyundai,Verna,Anjali Singh,SIM+91-6210955460,SIM-4E5ACEEBEFB4
AP70YB7004,AP,Andhra Pradesh,Tata,Harrier,Aditya Kumar,SIM+91-9442589543,SIM-96B2500294F0
AP05LO7310,AP,Andhra Pradesh,Kia,Carnival,Pooja Chowdhury,SIM+91-6684555536,SIM-C5C25A19BFF0
AP04JM5575,AP,Andhra Pradesh,Skoda,Rapid,Kavya Verma,SIM+91-9723331055,SIM-B3FFA1344E50
AP96MC5422,AP,Andhra Pradesh,Maruti,Swift,Sneha Patel,SIM+91-7288078564,SIM-253BF6BAB718
AP48QM2568,AP,Andhra Pradesh,Tata,Nexon,Aditya Singh,SIM+91-7036651680,SIM-A3D0898B7843
AP58QV8706,AP,Andhra Pradesh,Kia,Seltos,Sai Rao,SIM+91-9558716581,SIM-F47821E2B7F1
AP20OM7673,AP,Andhra Pradesh,MG,Hector,Kavya Kumar,SIM+91-6073714196,SIM-2B04069A1989
AP75BV1190,AP,Andhra Pradesh,Hyundai,Venue,Vihaan Das,SIM+91-9826327747,SIM-5978A63DB1B2
AP41WZ3703,AP,Andhra Pradesh,Maruti,Dzire,Anjali Das,SIM+91-9763372597,SIM-480002CA736E
AP13ZM4791,AP,Andhra Pradesh,Hyundai,Verna,Ananya Sharma,SIM+91-9329124620,SIM-8BAF33E6C39D
AP76CX2127,AP,Andhra Pradesh,MG,Hector,Vihaan Gupta,SIM+91-6857703937,SIM-325E4963EE26
AP61GS8147,AP,Andhra Pradesh,Maruti,Baleno,Shruti Singh,SIM+91-9922408976,SIM-1AB0A5FDE552
